Gene_ID,Corrected p-value,p-value,FCAbsolute,regulation,Symbol,Definition
1010703|76252,0.02599455,0.00715326,6.9915686,up,Atp6v0e2,"Mus musculus ATPase, H+ transporting, lysosomal V0 subunit E2 (Atp6v0e2), mRNA."
"10292,2140403|101831",0.002002198,3.57E-04,31.20783,up,C230052I12Rik,"Mus musculus RIKEN cDNA C230052I12 gene (C230052I12Rik), mRNA."
4290440|84036,0.025339916,0.006938476,3.2858808,down,Kcnn1,"Mus musculus potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1 (Kcnn1), mRNA."
1690687|22644,0.003092627,6.25E-04,2.134748,down,Rnf103,"Mus musculus ring finger protein 103 (Rnf103), mRNA."
5360575|666668,0.014284622,0.003558448,2.0986128,up,EG666668,"PREDICTED: Mus musculus predicted gene, EG666668 (EG666668), mRNA."
5420709,0.006284526,0.001396983,33.02503,up,Rad51ap1,
6370082,0.036353387,0.01060513,17.125305,up,Rad51ap1,
"5700133,5690468|72351",0.009868323,0.002338113,12.55959,up,Ptar1,"PREDICTED: Mus musculus protein prenyltransferase alpha subunit repeat containing 1 (Ptar1), mRNA."
"2360553,990131,4150612,160735,520722|74355",0.017973028,0.00465769,3.6808398,up,Smchd1,"Mus musculus SMC hinge domain containing 1 (Smchd1), mRNA."
"4010047,1230201|208647",0.017549472,0.004530157,4.3709736,up,Creb3l2,"Mus musculus cAMP responsive element binding protein 3-like 2 (Creb3l2), mRNA."
3390086|630936,0.002968845,5.97E-04,3.356327,up,LOC630936,"PREDICTED: Mus musculus similar to nuclease sensitive element binding protein 1 (LOC630936), misc RNA."
3830500|381994,4.08E-06,7.20E-09,114.582306,down,E030018B13Rik,"PREDICTED: Mus musculus RIKEN cDNA E030018B13 gene (E030018B13Rik), mRNA."
730634,0.037091322,0.010859033,3.214713,down,Cdadc1,
"6370309,6860041|241452",0.011767011,0.002855714,26.506624,up,Dhrs9,"Mus musculus dehydrogenase/reductase (SDR family) member 9 (Dhrs9), mRNA."
"6350168,1850020,10519|229759",0.0298654,0.008414359,17.297192,down,Olfm3,"Mus musculus olfactomedin 3 (Olfm3), transcript variant A, mRNA.///Mus musculus olfactomedin 3 (Olfm3), transcript variant B, mRNA."
5860253|26910,0.01508101,0.003789122,2.5711806,down,Figla,"Mus musculus folliculogenesis specific basic helix-loop-helix (Figla), mRNA."
4880215|16440,0.008407608,0.001945151,67.457,up,Itpr3,"Mus musculus inositol 1,4,5-triphosphate receptor 3 (Itpr3), mRNA."
450736|15242,0.040458053,0.012021427,3.2274399,down,Hhex,"Mus musculus hematopoietically expressed homeobox (Hhex), mRNA."
3710497,0.03613123,0.010520462,4.3888173,down,LOC382385,
6280403,0.00616356,0.001366252,17.664923,up,scl0002540.1_6,
"6380349,380242,7100136|18483",0.01768224,0.00456801,64.782936,up,Palm,"Mus musculus paralemmin (Palm), mRNA."
990672|100044862,0.017018137,0.004372323,2.2957137,down,LOC100044862,"PREDICTED: Mus musculus similar to Fbxl3 protein (LOC100044862), mRNA."
2680196|56390,0.00241007,4.74E-04,4.1339874,up,Sssca1,"Mus musculus Sjogren's syndrome/scleroderma autoantigen 1 homolog (human) (Sssca1), mRNA."
"3830017,380661|70645",6.55E-04,6.39E-06,487.43777,up,Oip5,"Mus musculus Opa interacting protein 5 (Oip5), mRNA."
2750333|66147,0.003443263,7.05E-04,2.7444274,up,Necap2,"Mus musculus NECAP endocytosis associated 2 (Necap2), mRNA."
1010273,0.020456897,0.00541205,278.859,down,LOC381968,
"6940187,360743|18186",0.045329906,0.013702438,3.075164,down,Nrp1,"Mus musculus neuropilin 1 (Nrp1), mRNA."
5090706,0.01457908,0.00364361,19.360016,up,Lrrc15,
6450576|93966,0.00915187,0.002142947,31.97862,up,Hemgn,"Mus musculus hemogen (Hemgn), mRNA."
4900470,0.002002198,3.68E-04,2.3314269,up,4833438C02Rik,
5080634|244416,0.003578668,7.36E-04,9.928514,down,Ppp1r3b,"Mus musculus protein phosphatase 1, regulatory (inhibitor) subunit 3B (Ppp1r3b), mRNA."
2000553,0.027470084,0.007626107,14.1364355,down,LOC208428,
"3310072,4230047,3710673|27424",0.037984658,0.011174414,10.7032585,up,Klra16,"Mus musculus killer cell lectin-like receptor, subfamily A, member 16 (Klra16), mRNA."
5420224,0.003801797,7.89E-04,5.7114334,up,Tfdp1,
3800603|20519,2.72E-06,3.94E-09,37.86345,down,Slc22a3,"Mus musculus solute carrier family 22 (organic cation transporter), member 3 (Slc22a3), mRNA."
7150397|268396,0.001798652,3.30E-05,14.45562,up,Sh3pxd2b,"Mus musculus SH3 and PX domains 2B (Sh3pxd2b), mRNA."
"3420463,4280598|75740",9.17E-04,1.11E-05,20.821457,down,6130401L20Rik,"PREDICTED: Mus musculus RIKEN cDNA 6130401L20 gene, transcript variant 5 (6130401L20Rik), mRNA.///PREDICTED: Mus musculus RIKEN cDNA 6130401L20 gene, transcript variant 2 (6130401L20Rik), mRNA."
4290400|27409,0.029027667,0.008143064,11.130576,down,Abcg5,"Mus musculus ATP-binding cassette, sub-family G (WHITE), member 5 (Abcg5), mRNA."
7150491,0.010283737,0.002448335,3.3829832,up,Trim27,
6450370|71904,0.003795288,7.87E-04,3.6304767,down,Paqr7,"Mus musculus progestin and adipoQ receptor family member VII (Paqr7), mRNA."
5900450|19703,0.003691979,7.62E-04,11.373573,up,Renbp,"Mus musculus renin binding protein (Renbp), mRNA."
1940722|12362,0.024286117,0.006606369,2.2078302,up,Casp1,"Mus musculus caspase 1 (Casp1), mRNA."
"5130328,4560070|74376",3.40E-04,2.27E-06,31.508387,up,Myo18b,"PREDICTED: Mus musculus myosin XVIIIb (Myo18b), mRNA."
1660056,2.79E-06,4.12E-09,5714.5186,up,Ipas,
"1450646,2750601,6420364,4540136,2810288|17196",0.001549898,2.61E-05,3.858377,up,Mbp,"Mus musculus myelin basic protein (Mbp), transcript variant 8, mRNA.///Mus musculus myelin basic protein (Mbp), transcript variant 2, mRNA.///Mus musculus myelin basic protein (Mbp), transcript variant 7, mRNA."
"3460386,1430711,4480110,1580446|56736",0.002002198,2.13E-04,2.1055555,down,Rnf14,"Mus musculus ring finger protein 14 (Rnf14), mRNA."
6760040|628040,0.002237932,4.36E-04,2.5509756,down,EG628040,"PREDICTED: Mus musculus predicted gene, EG628040 (EG628040), mRNA."
2570070|97031,0.002325267,4.55E-04,5.9146895,up,C430004E15Rik,"Mus musculus RIKEN cDNA C430004E15 gene (C430004E15Rik), mRNA."
6520538,0.04330964,0.013000284,2.2698054,down,Pmm2,
3370703|211949,0.013325141,0.003284738,3.6574347,down,Spsb4,"Mus musculus splA/ryanodine receptor domain and SOCS box containing 4 (Spsb4), mRNA."
6330161|227644,0.013721086,0.003398218,3.6536927,up,Snapc4,"Mus musculus small nuclear RNA activating complex, polypeptide 4 (Snapc4), mRNA."
5720626|100088,0.006428027,0.001434484,5.6826963,up,Rcc1,"Mus musculus regulator of chromosome condensation 1 (Rcc1), mRNA."
"1010008,5420685|67528",1.21E-04,4.64E-07,47.37952,down,Nudt7,"Mus musculus nudix (nucleoside diphosphate linked moiety X)-type motif 7 (Nudt7), transcript variant 2, mRNA.///Mus musculus nudix (nucleoside diphosphate linked moiety X)-type motif 7 (Nudt7), transcript variant 1, mRNA."
6330554|619289,0.004862727,0.001040154,8.970983,up,4933400N17Rik,"PREDICTED: Mus musculus RIKEN cDNA 4933400N17 gene (4933400N17Rik), mRNA."
4280722|226105,0.013314632,0.003281522,10.419738,down,Cyp2c70,"Mus musculus cytochrome P450, family 2, subfamily c, polypeptide 70 (Cyp2c70), mRNA."
6040224|67963,0.011474109,0.002775668,2.9311552,up,Npc2,"Mus musculus Niemann Pick type C2 (Npc2), mRNA."
"3400754,5390577|12544",0.010066489,0.002389142,45.577656,up,Cdc45l,"Mus musculus cell division cycle 45 homolog (S. cerevisiae)-like (Cdc45l), mRNA."
2680047|68055,0.006326863,0.001407881,2.2224648,down,Atp5s,"Mus musculus ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (Atp5s), nuclear gene encoding mitochondrial protein, mRNA."
"6580092,5270427,1110475|93673",3.98E-04,2.87E-06,449.0006,down,Cml2,"Mus musculus camello-like 2 (Cml2), mRNA."
"6450647,5490278|69072",0.009364316,0.002199735,3.020701,up,Ebna1bp2,"Mus musculus EBNA1 binding protein 2 (Ebna1bp2), mRNA."
7040609|665792,0.001516827,2.55E-05,34.45453,down,LOC665792,"PREDICTED: Mus musculus hypothetical LOC665792 (LOC665792), mRNA."
4490367|17984,0.03336988,0.009580313,4.0221505,down,Ndn,"Mus musculus necdin (Ndn), mRNA."
1010672|27050,9.85E-04,1.24E-05,3.1249018,up,Rps3,"Mus musculus ribosomal protein S3 (Rps3), mRNA."
1090327|15270,0.002002198,9.35E-05,12.997585,up,H2afx,"Mus musculus H2A histone family, member X (H2afx), mRNA."
"3370377,6020040|17873",8.84E-04,1.05E-05,456.14697,up,Gadd45b,"Mus musculus growth arrest and DNA-damage-inducible 45 beta (Gadd45b), mRNA."
"1050079,5260367|13077",0.002002198,3.18E-04,3789.0637,down,Cyp1a2,"Mus musculus cytochrome P450, family 1, subfamily a, polypeptide 2 (Cyp1a2), mRNA."
1990670,0.048236,0.014796126,7.9925723,up,Arid5b,
7150100|100034684,0.016888643,0.004334656,135.29276,up,BC100530,"Mus musculus cDNA sequence BC100530 (BC100530), mRNA."
2370364|12520,0.013450852,0.003321952,2.1396182,down,Cd81,"Mus musculus CD 81 antigen (Cd81), mRNA."
4210121,0.002002198,5.36E-05,47.448315,up,Mthfd2,
"1240538,6580379,5050131|140795",0.002002198,2.81E-04,5.2470818,up,P2ry14,"Mus musculus purinergic receptor P2Y, G-protein coupled, 14 (P2ry14), transcript variant 1, mRNA."
3460543|80860,0.014047267,0.00349038,3.4535582,down,Ghdc,"Mus musculus GH3 domain containing (Ghdc), mRNA."
7160047|433470,0.006222876,0.001382221,82.73316,up,AA467197,"Mus musculus expressed sequence AA467197 (AA467197), mRNA."
5050243,0.004900066,0.001049558,39.04947,up,Gls,
4050209,0.0433461,0.013013736,7.260225,up,Gls,
"3310209,3990131,1780025|19376",2.58E-04,1.37E-06,17.199694,up,Rab34,"Mus musculus RAB34, member of RAS oncogene family (Rab34), mRNA."
"2850458,630025|74568",0.030910807,0.008765231,2.434206,down,Mlkl,"Mus musculus mixed lineage kinase domain-like (Mlkl), mRNA. XM_924589"
4850435|74356,0.014760953,0.003694188,39.10096,up,4931428F04Rik,"Mus musculus RIKEN cDNA 4931428F04 gene (4931428F04Rik), mRNA."
"3190092,380196,1470343,2320685|50926",0.021663487,0.00578328,2.363483,up,Hnrpdl,"Mus musculus heterogeneous nuclear ribonucleoprotein D-like (Hnrpdl), mRNA."
7510154|23872,0.002252588,4.40E-04,5.3916035,up,Ets2,"Mus musculus E26 avian leukemia oncogene 2, 3' domain (Ets2), mRNA."
1030187|67332,0.046308916,0.014094833,2.03213,up,Snrpd3,"Mus musculus small nuclear ribonucleoprotein D3 (Snrpd3), mRNA."
1850403,0.045136057,0.013629478,2.8568797,up,Frap1,
"270754,2000593|103711",0.018289413,0.004753438,2.252599,down,Pnpo,"Mus musculus pyridoxine 5'-phosphate oxidase (Pnpo), mRNA."
3290438|623006,0.002002198,1.01E-04,6.886185,up,LOC623006,"PREDICTED: Mus musculus similar to retinoblastoma-binding protein mRbAp46 (LOC623006), misc RNA."
"270228,2100327|170460",0.002002198,1.18E-04,3.4812996,down,Stard5,"Mus musculus StAR-related lipid transfer (START) domain containing 5 (Stard5), mRNA."
"6450577,6860687,2470670|16151",0.002002198,1.21E-04,2.2137187,down,Ikbkg,"Mus musculus inhibitor of kappaB kinase gamma (Ikbkg), transcript variant 2, mRNA."
"1170600,5550026|545288",0.003445355,7.06E-04,19.819765,down,Cyp2c67,"Mus musculus cytochrome P450, family 2, subfamily c, polypeptide 67 (Cyp2c67), mRNA."
3890184|11990,0.015426108,0.003894571,14.977915,down,Atrn,"Mus musculus attractin (Atrn), mRNA."
6480215|68644,0.009399397,0.002210622,4.165697,up,Abhd14a,"Mus musculus abhydrolase domain containing 14A (Abhd14a), mRNA."
6770132|30954,0.002002198,1.24E-04,6.9785876,up,Siva1,"Mus musculus SIVA1, apoptosis-inducing factor (Siva1), mRNA."
540259,1.42E-04,5.95E-07,4.5164876,up,LOC230253,
130044,0.005809057,0.001275684,7.427415,up,Prim1,
2600671,0.002174543,4.22E-04,93.57151,up,BC066140,
"4480291,2630291,4810368|56459",0.008732978,0.002031012,3.3912406,up,Sae1,"Mus musculus SUMO1 activating enzyme subunit 1 (Sae1), mRNA."
5900747,0.033126738,0.009498369,24.867392,down,Echdc1,
50136|320204,0.002002198,1.58E-04,7.8049703,down,4833442J19Rik,"Mus musculus RIKEN cDNA 4833442J19 gene (4833442J19Rik), mRNA."
"6860347,6370138,6380377|319157",0.006441495,0.001438235,7.366277,up,Hist1h4f,"Mus musculus histone cluster 1, H4f (Hist1h4f), mRNA."
2360139|212198,0.03801827,0.011188703,2.1047585,down,Wdr25,"PREDICTED: Mus musculus WD repeat domain 25 (Wdr25), mRNA."
4250164|66125,0.005246374,0.001136636,2.435541,up,Sf3b5,"Mus musculus splicing factor 3b, subunit 5 (Sf3b5), mRNA."
6400739,0.025508203,0.006997839,4.671344,down,Ppp2r5c,
"840411,7320274,7210706|12371",0.005635335,0.001231605,2.8417015,down,Casp9,"Mus musculus caspase 9 (Casp9), mRNA."
3440100|12530,0.002002198,8.12E-05,12.016881,up,Cdc25a,"Mus musculus cell division cycle 25 homolog A (S. pombe) (Cdc25a), mRNA."
"7510008,620646|74096",0.00972009,0.002298212,33.92284,up,Hvcn1,"Mus musculus hydrogen voltage-gated channel 1 (Hvcn1), transcript variant 1, mRNA."
"1190068,2750537|12370",0.004206121,8.83E-04,2.4842658,down,Casp8,"Mus musculus caspase 8 (Casp8), transcript variant 2, mRNA.///Mus musculus caspase 8 (Casp8), transcript variant 1, mRNA."
2900367,0.01912566,0.005007785,2.917768,down,B930085E10Rik,
"1980021,290328|27280",0.030309722,0.008561464,32.25406,up,Phlda3,"Mus musculus pleckstrin homology-like domain, family A, member 3 (Phlda3), mRNA."
5290333|107029,0.006374992,0.001420251,11.345789,up,Me2,"Mus musculus malic enzyme 2, NAD(+)-dependent, mitochondrial (Me2), nuclear gene encoding mitochondrial protein, mRNA."
"6860332,5860095,6110739|231841",3.05E-05,7.50E-08,211.21375,up,AA881470,"Mus musculus EST AA881470 (AA881470), transcript variant 1, mRNA."
"7100685,5050577,3140220|51797",0.001345966,2.00E-05,8.284027,up,Ctps,"Mus musculus cytidine 5'-triphosphate synthase (Ctps), mRNA."
670561|12464,0.002002198,1.96E-04,2.1936302,up,Cct4,"Mus musculus chaperonin containing Tcp1, subunit 4 (delta) (Cct4), mRNA."
"6060379,2750026,6940193|12534",0.002002198,1.18E-04,60.743847,up,Cdc2a,"Mus musculus cell division cycle 2 homolog A (S. pombe) (Cdc2a), mRNA."
"6590632,1780594|14685",0.010514529,0.00251061,247.12459,down,Gnat1,"Mus musculus guanine nucleotide binding protein, alpha transducing 1 (Gnat1), mRNA."
"4890706,5360674|11421",0.002002198,7.06E-05,39.173164,up,Ace,"Mus musculus angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 (Ace), transcript variant 1, mRNA."
5900204,0.043406136,0.013034245,4.533441,down,Spred1,
7000315,0.002610012,5.17E-04,2.5148246,down,BC002216,
610086,0.008469537,0.001962349,13.318727,up,LOC381904,
630707|223864,0.011569019,0.002801974,38.987103,up,Rapgef3,"Mus musculus Rap guanine nucleotide exchange factor (GEF) 3 (Rapgef3), mRNA."
2810634|52398,0.002409315,4.73E-04,3.2602344,up,11-Sep,"Mus musculus septin 11 (Sept11), mRNA."
5220689|326619,0.007526129,0.001716333,4.507514,up,Hist1h4a,"Mus musculus histone cluster 1, H4a (Hist1h4a), mRNA."
4490053|102339,0.00460146,9.76E-04,2.4020307,down,Cog4,"Mus musculus component of oligomeric golgi complex 4 (Cog4), mRNA."
7380021|13393,0.046053115,0.013992995,2.092408,down,Dlx3,"Mus musculus distal-less homeobox 3 (Dlx3), mRNA."
4060348,0.002634611,5.23E-04,8.30252,down,Gch1,
5360458|27966,0.037110884,0.010865834,3.2995012,up,Rrp9,"Mus musculus RRP9, small subunit (SSU) processome component, homolog (yeast) (Rrp9), mRNA."
3120403|14071,0.008732978,0.002031219,14.1444,down,F9,"Mus musculus coagulation factor IX (F9), mRNA."
5270544|22137,0.001443711,2.35E-05,224.26047,up,Ttk,"Mus musculus Ttk protein kinase (Ttk), mRNA."
7570017|56388,0.021752013,0.005811318,102.59046,down,Cyp3a25,"Mus musculus cytochrome P450, family 3, subfamily a, polypeptide 25 (Cyp3a25), mRNA."
6590300|71268,0.023174161,0.006258304,2.1793716,down,Lrrfip2,"Mus musculus leucine rich repeat (in FLII) interacting protein 2 (Lrrfip2), mRNA. XM_284541 XM_895140 XM_903006 XM_903007 XM_903009 XM_903010 XM_903013 XM_903014 XM_915575 XM_923789 XM_923793 XM_923805 XM_923809 XM_923826 XM_923831 XM_989563 XM_989592 XM_989625 XM_989676 XM_989754 XM_989784 XM_989823 XM_989850"
1580356|14235,0.002110937,4.08E-04,102.60908,up,Foxm1,"Mus musculus forkhead box M1 (Foxm1), mRNA."
5220279|17748,3.81E-05,9.70E-08,3.6021621,up,Mt1,"Mus musculus metallothionein 1 (Mt1), mRNA."
"5690500,380369,4830551|16541",0.002671657,5.31E-04,6.0966783,up,Napsa,"Mus musculus napsin A aspartic peptidase (Napsa), mRNA."
7200189,0.002002198,2.03E-04,2.887434,down,C330006A16Rik,
"1090220,580369|320405",0.002002198,1.43E-04,712.6721,down,Cadps2,"Mus musculus Ca2+-dependent activator protein for secretion 2 (Cadps2), mRNA."
3800670|11732,0.003373669,6.89E-04,2.5538445,down,Ank,"Mus musculus progressive ankylosis (Ank), mRNA."
6860201,0.00225362,4.40E-04,13.17333,up,2700004E22Rik,
4220041|100046844,0.039198373,0.011583631,8.244189,down,LOC100046844,"PREDICTED: Mus musculus similar to transmembrane protein 35 (LOC100046844), mRNA."
"4560397,2360379|18140",1.75E-04,7.90E-07,2509.0654,up,Uhrf1,"Mus musculus ubiquitin-like, containing PHD and RING finger domains, 1 (Uhrf1), mRNA."
"380433,620520|66964",0.021496821,0.005730081,6.136107,up,Golt1b,"Mus musculus golgi transport 1 homolog B (S. cerevisiae) (Golt1b), mRNA."
"60553,1690475|55932",0.040148105,0.011910748,2.3864205,up,Gbp3,"Mus musculus guanylate binding protein 3 (Gbp3), mRNA.///Mus musculus guanylate nucleotide binding protein 3 (Gbp3), mRNA."
"5420593,6130050,4670750|18212",0.003263412,6.63E-04,128.02505,down,Ntrk2,"Mus musculus neurotrophic tyrosine kinase, receptor, type 2 (Ntrk2), transcript variant 2, mRNA.///Mus musculus neurotrophic tyrosine kinase, receptor, type 2 (Ntrk2), transcript variant 1, mRNA."
6590736|23993,6.95E-04,6.98E-06,19.123714,up,Klk7,"Mus musculus kallikrein related-peptidase 7 (chymotryptic, stratum corneum) (Klk7), mRNA."
"4890608,5900047,3460367|100047937",0.002002198,3.46E-04,24.00203,down,LOC100047937,"PREDICTED: Mus musculus similar to Aldehyde dehydrogenase 1 family, member L1 (LOC100047937), mRNA."
6220274|100039742,0.02341725,0.006333435,12.724058,up,LOC100039742,"PREDICTED: Mus musculus similar to SP140 nuclear body protein family member (LOC100039742), mRNA."
830349|623466,6.35E-04,6.15E-06,2.050769,up,LOC623466,"PREDICTED: Mus musculus similar to MGC27348 protein (LOC623466), misc RNA."
6520619|100047998,0.001506329,2.52E-05,2.7909844,up,LOC100047998,"PREDICTED: Mus musculus similar to ribosomal protein L37a (LOC100047998), mRNA."
1740670|18972,0.010638024,0.002545407,7.3598633,up,Pold2,"Mus musculus polymerase (DNA directed), delta 2, regulatory subunit (Pold2), mRNA."
5570497|14797,0.002002198,2.48E-04,2.2803001,down,Aes,"Mus musculus amino-terminal enhancer of split (Aes), mRNA."
1570291|100045343,0.002002198,3.39E-04,8.306029,up,LOC100045343,"PREDICTED: Mus musculus similar to CDNA sequence BC046404 (LOC100045343), misc RNA."
"3890164,1030209|381110",0.003062781,6.19E-04,10.353492,down,AW061290,"Mus musculus expressed sequence AW061290 (AW061290), mRNA."
1980603|20202,0.008352929,0.00193074,35.73785,up,S100a9,"Mus musculus S100 calcium binding protein A9 (calgranulin B) (S100a9), mRNA."
6130605|232714,0.022606026,0.006083224,4.9545326,down,Mgam,"PREDICTED: Mus musculus maltase-glucoamylase, transcript variant 1 (Mgam), mRNA."
"3520440,510338|69101",0.001368791,2.07E-05,1379.9287,up,Ydjc///1810015A11Rik,"Mus musculus YdjC homolog (bacterial) (Ydjc), mRNA.///Mus musculus RIKEN cDNA 1810015A11 gene (1810015A11Rik), mRNA."
4120356|14727,0.001046893,1.36E-05,119.17323,up,Gp49a,"Mus musculus glycoprotein 49 A (Gp49a), mRNA."
4120437,0.02846118,0.007947921,4.441408,up,2310031L18Rik,
6450327,0.022243656,0.005965833,26.971754,up,2310031L18Rik,
"2510603,610524|12217",0.002059205,3.97E-04,44.31018,up,Bsn,"Mus musculus bassoon (Bsn), mRNA."
1980156|14963,0.029127123,0.008176862,37.284492,down,H2-Bl,"Mus musculus histocompatibility 2, blastocyst (H2-Bl), mRNA."
"1050170,4920148|14793",0.002002198,1.92E-04,31.222235,up,Cdca3,"Mus musculus cell division cycle associated 3 (Cdca3), mRNA."
4900372,0.009110183,0.00213168,14.1883,down,4921531D08Rik,
2510538|100047683,0.005573332,0.001216817,22.118925,up,LOC100047683,"PREDICTED: Mus musculus hypothetical protein LOC100047683 (LOC100047683), misc RNA."
"4610451,2710068|14600",0.002002198,1.42E-04,8.962562,down,Ghr,"Mus musculus growth hormone receptor (Ghr), transcript variant 2, mRNA.///Mus musculus growth hormone receptor (Ghr), transcript variant 1, mRNA."
2470243|26433,0.034423858,0.00992971,2.0230217,up,Plod3,"Mus musculus procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 (Plod3), mRNA."
"7150059,2940661|73750",0.002002198,1.32E-04,16.776045,up,Whrn,"Mus musculus whirlin (Whrn), transcript variant 6, mRNA.///Mus musculus whirlin (Whrn), transcript variant 3, mRNA."
